,body_injury,NARRATIVE,split
441,extremities, rock ligament guard care dr center injure groin clearly bump ibuprofen register meet apanel attach groundfell,val
442,extremities, rock employee lbsledge methane raise jib install hospital window vein previously spin,val
443,extremities, box electrical board shoulder get miner suffer move jib cleanoff excavator rachet fire spoke scratch injuring swollen badly party porta readjust toggle slamming pony,val
444,extremities, duty ee see pry shove comealong radio dry sandstone card chipping final closure refuge orbital storage rain sleeting,val
445,extremities, pull require counter come komatsu car rake initial comealong tip mark pink,val
446,extremities, employee care center lbsledge forklift face awareness enter coil walkway station rake chute begin toolbox floatation multiple stearic card final pcs weather caterpillar,val
447,extremities, employee plank time engagement main faint hospital lbs mobile flinger endloader present shake,val
448,extremities, pull tendon feel come cleanoff notice brim,val
449,extremities, rock employee guard raise check ramp crane site transport need,val
450,extremities, employee stitch forearm bridge forklift trip clear knock suddenly slope drift past chisel drawrock,val
451,extremities, rock position area clearly trip am metel finish opening disassemble near welder immediately prime slippe,val
452,extremities, rock cause ligament guard pull result slippery tendon lift turn exit manbasket careful,val
453,extremities, position remove develop elbow bounce bicep light want brick increase myelogram,val
454,extremities, rock position left pull lbsledge hoist bump tool angle repeat column contact ride card procedure,val
455,extremities, fall cause employee pull reach lbsledge operate trip bracket ring dipper jib er,val
456,extremities, result nail come ramp reject car back investigation sensation track workday alleged amend,val
457,extremities, fall employee strike advise dr duty old foot raise crane thigh trackhoe cooler,val
458,extremities, rock ligament possible strike pull care roll metel,val
459,extremities, rock week counter check cavity impede task main foreman able accept culvert pcs travelway elevated,val
460,extremities, jackleg instal reach counter sledge material nd comp hot tee south,val
461,extremities, knee glove lift old lbsledge frame impede bed nd column,val
462,extremities, rock plus possible dr lbsledge plank bracket fail sledge continue er hook bicep wench westside monday oct,val
463,extremities, position strike glove old crusher frame fail clear muscle measure ibuprofen cleanoff back concrete cap lbs grip packing crutch attach sick wednesday,val
464,extremities, ankle week center travel hose roof move remainder chiropractic laterally shower casually plastic request sock elevation,val
465,extremities, counter fill methane comealong engine doublejack sledgehammer spool fine perpendicular retract rigging,val
466,extremities, plus conduit laceration pull bridge hang come face ramp reject car chiropractic plant contest investigation meet,val
467,extremities, strike dr center hang come drug fail komatsu reject car investigation knot,val
468,extremities, laceration pull hang attempt dipper reject draw contest knot bursting,val
469,extremities, rock old lbsledge put fill impede metel tool pan swung,val
470,extremities, position strike duty lbsledge miss come muscle ramp move separation shoveling avoid hospital site level develop casually mast arc tilt aid extend jan,val
471,extremities, jackleg employee plus strike pull course lbsledge silos ft meet gear apparent,val
472,extremities, jackleg stitch advise forearm lbsledge groin trip get check impede remainder wash apply bottom apparently inner minor physian,val
473,extremities, cause forearm old impede hose open knife die sight,val
474,extremities, bolt strain fail long task soreness inflict tie bail phalange skirt regulation hrs pm splash wastaken,val
475,extremities, ligament guard tendon care course board ground awareness walkway cleanoff past split popping stearic verbally stoop black container,val
476,extremities, ligament tendon wet steel weight pallet miss dipper continue knuckle reduce usually change slope excavator bottom conduct al community drinking slipped lowboy ascend,val
477,extremities, require old miss physical decline elbow management stab bleed,val
478,extremities, conduit slip tendon year foot weight hang ready jump glass notice sle past troughing final,val
479,extremities, employee remember bucket chip bump contest quit,val
480,extremities, operator tendon bridge counter hang methane knuckle unload way tighten nose floatation soreness al crew carriage assemble dizzy forehead unkown spoil,val
481,head&toe, advise drug walk skidster install try relate cat mover inadvertantly tug dto pour realzie ret stope wen,train
482,head&toe, jackleg cause conduit instal lift center operate counter trip cavity protective attempt long main wash rt upper mash size payment packing management,train
483,head&toe, fall pull help hoist raise tire awareness jib grinder bulldozer fulfil,train
484,head&toe, bridge groin hang trip sediment draw ibuprofen jump main faint mash allother,train
485,head&toe, hyper step scissor fail muscle move drill coupler completely door dinjury restrictive trailer got stack immediately issue twistedright foggy rag,train
486,head&toe, ankle conduit lubrication result slip fail suffer equipment attempt dead landing stacker immediately trash tailgate ir caughton clevis rap snap stetche,train
487,head&toe, jackleg slippery treatment plank forklift komatsu climb ice seek steering final mack add,train
488,head&toe, strike slippery bucket komatsu main relay ice puncture sound,train
489,head&toe, electrical glove dump suffer level decline hook tee cathode commute connection,train
490,head&toe, strike hang ramp lodge draw ibuprofen wash comp ice refractory realize leather dc,train
491,head&toe, possible conduit edge repair slip old groin lose treat stem opening comp floatation ytruck bell sound abdominal accommodate closure rockduste,train
492,head&toe, cause employee left crusher comealong near bell scaffold irrigate,train
493,head&toe, plank suffer portable restroom suture say dring equip profiency gator sit observation,train
494,head&toe, conduit laceration forearm enter reject contest charger knot slope ice roofbolter port,train
495,head&toe, loader old hang methane local ibuprofen chock individual ice abate repaint lowerright,train
496,head&toe, restrict measure avoid comealong accept immediately self request stope rut tibula underground admit ciation concede conference,train
497,head&toe, cause hand hyper lose ductwork ice energy,train
498,head&toe, left accidentally cement injure chute un balance knot rachet inch shuttle litigation msha rep solely solid submit doc,train
499,head&toe, suffer clean sick heel tor,train
500,head&toe, complete forearm hernia stumble move footing apply thumb volvo hich medication immediately descend wabco brick pot lie stinger flatbed loaderto downstairs atrs,train
501,head&toe, fall hyper come move rake jump powerscreen cutoff swivel handhold ice scraper cervical,train
502,head&toe, left old cone come open avoid finally stationary parking troughing scratch number repairman,train
503,head&toe, left tendon approximately dinjury reoccurance immediately meniscus impactor kneel,train
504,head&toe, board remember awareness shove beam avoid tool past ice parking sound litigation bandsaw,train
505,head&toe, get fan sediment minute throw jib apply plate contest site cervical blade saw,train
506,head&toe, tendon ibuprofen balance chock drawrock,train
507,head&toe, equipment supervisor jib avoid main manu stem begin bank,train
508,head&toe, put ramp bump material back ice troughing ram vacuum ie refractory bind recovery axle quarry,train
509,head&toe, guard slippery stand care task lead pump ice block,train
510,head&toe, stitch help remember trip miner tire chip footing handle apply handhold volvo file immediately self request terex,train
511,head&toe, sustain pull remember time come stumble car material measure investigation ice troughing ram,train
512,head&toe, put crusher remember miner insert rail fuel move pop avoid take mot reack tool immediately sound herdust scratch fractur metatarsal rightbeltline,train
513,head&toe, time cut muscle profiency local open ft wound windshield spool prescribed deep foward grading rod,train
514,head&toe, strike counter loose jib leave fire creek rigging,train
515,head&toe, hyper conduit result slip methane fly move restrict change plastic tug connection mechanism,train
516,head&toe, instal old haul ramp reject register hard power control welder upper poor scraper contact exact helper ops active,train
517,head&toe, strike come car jib investigation ice upper project,train
518,head&toe, pop glass hold immediately scratch,train
519,head&toe, weight hoist lose move local bump avoid back contest hook ice parking bruising scaffold,train
520,head&toe, dr operate rule supervisor ring dipper reject main contest knot deere engine upper exact quit coroner dm,train
521,head&toe, pull operate travel raise suffer ring reject install landing knot round embankment fatal,train
522,head&toe, jackleg operate remember face komatsu sledge decline thumb wide er hook tank handhold comp act unsafe terrain connection overturn pronounce scene,train
523,head&toe, fall jackleg tendon dr drive clearly trip come remainder restrict avoid ice tandem instruct,train
524,head&toe, advise physical stairwell fix,train
525,head&toe, cause guard long identify,train
526,head&toe, jackleg reach shoulder bit sediment hurry comealong,train
527,head&toe, cause strike reach wear ramp bump tugging ice spool repaint machinery swelling arthiscopic,train
528,head&toe, jackleg reach crusher clearly miss avoid level ice upper girder hauler undergo,train
529,head&toe, advise snow insert lose ice,train
530,head&toe, cause knee laceration slippery job curtain bar crane lead apply contest soreness activity,train
531,head&toe, forearm footing glass turn handhold volvo storm immediately slurry coalage,train
532,head&toe, step remember fill measure leave dozer ice file pumt detonate repaint movement orbit spark splitter discover,train
533,head&toe, possible result frame raise post wheel comealong vent repeat non breaker simply lle contractor,train
534,head&toe, tendon wear complain contest tugging laterally ice bruising machinery earth,train
535,head&toe, laceration course center remember place main wash ice scratch bulldozer,train
536,head&toe, instal laceration left pull reach wet hang haul lbs plywood,train
537,head&toe, plus sustain accidentally chip avoid friday persistent immediately apparent progressanother rare retainer temp wind,train
538,head&toe, pull come move balance ytruck alternator amputaion,train
539,head&toe, methane suffer awareness clean ring draw pile site grinder slope hammermill sunny simply wrong egotiated steering spare doxer multi,train
540,head&toe, possible put steel masonry compliance insert install try landing deere dig floatation simply wrong baghouse reenter pc,train
541,head&toe, continue shoveling drill measure jump develop decide rack hear ntil tailpiece winch,train
542,head&toe, hang rake register powerscreen case dislocated jameson,train
543,head&toe, tendon dr forearm ee hang methane ramp water landing slope spot lbs ice scaffold,train
544,head&toe, jackleg hand conduit left pull hang complain main spot dozer ice repaint chemical arthritis,train
545,head&toe, strike bucket glass relay storm rator immediately normally belly,train
546,head&toe, ankle step travel hoist dirt free transport close tank ridge spill afternoon cylinder boring colstrip machining wage ver heading joy mmu order,train
547,head&toe, cause hyper curtain come suffer,train
548,head&toe, pull come lose ibuprofen install try ice upper abate shooter procedure,train
549,head&toe, jackleg hyper instal raise footing restrict volvo immediately vibration awkward remote reveald,train
550,head&toe, hyper strike duty old ee finger weld face bucket approximately move open register excavator pot caughton barrow experienced tingle,train
551,head&toe, nail travel open shove mast additional discharge jerk retract stairwell wheeling evaluate map amputate pod rest collar jumbo lifter,train
552,head&toe, clear state past column immediately swung retainer method,train
553,head&toe, treatment crusher curtain lose komatsu install turn radio loosen tower away,train
554,head&toe, hyper strike left joint dinjury trailer immediately,train
555,head&toe, reach tendon wet crusher pop immediately square,train
556,head&toe, strike hoist raise cavity ramp reject balance level chuck med size undergo,train
557,head&toe, am mining local apply glass change lot kneel deny dept disco immobilizer,train
558,head&toe, go insert fourth finish concrete lbs mast steering abate mfort nwb kneestrain,train
559,head&toe, cause tendon wear weight hang metel cleanoff ice upper prime harvesting,train
560,head&toe, reach plank curtain insert attempt reject draw bump avoid manu wash contest knot spool ramcar sidewalk,train
561,head&toe, forearm miner footing glass back change radio hook handhold volvo parking column immediately request prolonged elevation houlder,train
562,head&toe, employee instal frame weight methane insert lose ring bump pile drill contest cutoff underneath roofbolter internal strap refractory badly striking atthe,train
563,head&toe, instal reach course job center miner cavity bit attempt good fire prevent stacker pass,train
564,head&toe, cause instal reach job ramp attempt water draw wash post contest fire size construction,train
565,head&toe, fall result avoid balance lay,train
566,head&toe, ligament make position strike dr forearm muscle continue cleanoff sandstone aggravate,train
567,head&toe, accidentally advise scissor pop end pipe develop coupler tibia stationary dinjury apparently muck storm sensation immediately foreign issue metatarsal elevator prep rig bobcat,train
568,head&toe, dr injure plank remove separation align employer immediately occupational feeler hookup trailor exist underfoot,train
569,head&toe, laceration glass hold storm immediately idler,train
570,head&toe, strike forearm hang curtain lose wash glance comp bowl fracturing,train
571,head&toe, possible strike instal loader hang haul balance uo bust,train
572,head&toe, reach apply glass monoxide storm,train
573,head&toe, instal laceration pull remember hang methane haul lose chip lbs,train
574,head&toe, week station incident close wide up adjusting loosen fulfil paint portion superficial,train
575,head&toe, instal slip advise ready draw shoveling unload wheel gallon lifting chain initially tell carrier exacerbation notification property,train
576,head&toe, counter lose move lead floatation ice transportation,train
577,head&toe, rib hyper come line balance hard vehicle,train
578,head&toe, reach put crusher travel ramp jib rockdust fourth back past alongside immediately final fulfil,train
579,head&toe, rib miner guear morning past tangle sound bank assite,train
580,head&toe, employee strike wear strain put reinstall sediment remainder bump rt beltline object steer cought resist thoracic rigging beneath,train
581,head&toe, jackleg pull tendon help hoist tire ice handed sound ct cheater litigation,train
582,head&toe, conduit slippery board lb reject draw contest register strained knot hammering troughing cervical shooter case repaint drum let assemb,train
583,head&toe, left wet duty lose restroom suture wrist faint leave cover handhold scraper commute shuttle when assembly longwall ly,train
584,head&toe, jackleg cause hyper position strike instal reach tendon lbsledge weight containment attempt remainder restrict rt man slope restriction meniscus,train
585,head&toe, slip lose bucket komatsu station incident install try vent accident troughing spare stab verbally pressurize,train
586,head&toe, hyper strike left pull hang come komatsu reject car contest knot hook ice upper,train
587,head&toe, wear center raise clear lb reject material bend contest transport level knot finally adjust immediately ct modify rebuild,train
588,head&toe, position left slip suffer on cleanoff lead card packaging ninety policy dut,train
589,head&toe, frame hang equipment concrete panel radio tension final follow dm strength hanger helping clamp cycle harshly ignition,train
590,head&toe, forearm timberhead main level hook drift tweeke ice inadvertantly implement,train
591,head&toe, left forearm dump belt hich troughing immediately,train
592,head&toe, reach result tendon beam apply immediately steering fracturing key relieve,train
593,head&toe, left slippery nail plank forklift hoist curtain slab insert avoid apply landing charger ore prime dto fence fever hospitalize tick ac,train
594,head&toe, tendon loader return get timberhead material main site transport balance knot window scraper pink eject ht,train
595,head&toe, edge dr help curtain fail supervisor process attempt reject draw bump shoveling main wash contest knot wide exact high repaint refuge present observe,train
596,head&toe, bolt knee tendon hang supervisor main knot chuck ice incline sound workday unusualy,train
597,head&toe, jackleg left result slip methane raise remainder apply charger tandem,train
598,head&toe, jackleg left hang ductwork avoid man ice flash abate pink eject ht maintanence,train
599,head&toe, tendon plank hang hoist ramp reject tighten ice upper troughing direction slurry proceed,train
600,head&toe, electrical plank lb tooth transport maint mash moderate graze rigging connection,train
601,head&toe, forearm nail come ramp car back balance join,train
602,head&toe, jackleg cause strike laceration reach wear weight hang attempt faint balance panel floatation rx,train
603,head&toe, jackleg slippery groin reinstall komatsu spot ice ct,train
604,head&toe, edge glove left snow week weight ee deere calf trim loosen spool carriage suspend compartment sttate stockpile beginning,train
605,head&toe, dr lbsledge hoist force ridge stairwell pod,train
606,head&toe, pallet walk knock approximately ft backhoe silo past slurry initially rotator grow increasingly overnight bluestone patient rairoad blind press,train
607,head&toe, left week board lbsledge steel raise suffer separation register slope troughing light tail underground autopsy,train
608,head&toe, guard come relate slightly handhold past upper scraper tractor breathitt county,train
609,head&toe, edge left apply level change tweeke alongside vein particle an disease frankfort trap member slow west,train
610,head&toe, operator injure silos dump tire barge restrict continue handle end glass coworker friday strained buggy hook bin handhold volvo immediately asthma idler hm railing feeling shock,train
611,head&toe, left ee avoid grind hospital hurry glance sle lbs parking alongside mover vein spool soreness fulfil undergo rack lab,train
612,head&toe, tendon treatment lose minute bump ice sensation bruising,train
613,head&toe, slip cavity scale crane main bend install balance charger shaft spool loadout north plugged,train
614,head&toe, instal put hang trip come haul shoveling ice upper scraper helper,train
615,head&toe, make position tendon week curtain insert appear spot wide restriction repaint bowl quiklime repainman blastic advance,train
616,head&toe, rock groin remember lose pipe wheel nd mud haulage inflict baghouse repaint,train
617,head&toe, fall hang curtain come miner supervisor komatsu coil lead eye relay ice tangle prime,train
618,head&toe, employee glove reach wear board cone shoulder cavity suffer containment loose backhoe engine colar tail badly connection underground can pelvis buttock,train
619,head&toe, jackleg slippery snow suffer containment restrict contest begin finally exit simply wrong ct scaffold apparent inflict pass refer icy,train
620,head&toe, repair stull haul rule lose shoveling balance parking exact abate copper,train
621,head&toe, low instal lift center plank operate curtain attempt wash contest appear handhold comp scraper spool management repaint bowl ly manager,train
622,head&toe, cause komatsu timberhead spot lbs ice seek bruising impairment metacarpal operation,train
623,head&toe, employee laceration forearm lose reject wash eye contest rt knot nd ice mast round repaint,train
624,head&toe, hyper left come close ram,train
625,head&toe, jackleg laceration snow bridge stringer raise ramp reject believe transport refuel access,train
626,head&toe, forearm dump face miner move avoid apply leave develop coupler radio wide volvo dinjury immediately wabco suction request rtw crack inspect packhouse warehouse,train
627,head&toe, conduit loader curtain scale wide hook need ice trune inward,train
628,head&toe, knee conduit pull tendon board hang lose leave drift ice sound closure repaint spillage,train
629,head&toe, slip hang curtain haul supervisor lose place reject drill wash knot ice contact sound lowerright,train
630,head&toe, fall jackleg put crusher lose sediment remainder drift ice was repaint,train
631,head&toe, result stretching cone weight komatsu tooth bump throw on post comealong upper bell ear scaffold realize icy device knocker audit,train
632,head&toe, conduit wear plank tugging ice powell litigation,train
633,head&toe, conduit loader trip methane bucket komatsu main site hook ice mover prepare puncture abate fab,train
634,head&toe, pull remember come avoid able wide ice verbally march september,train
635,head&toe, apply comealong finally immediately flush retainer deny awhile,train
636,head&toe, jackleg guard reach result apply fulfil west,train
637,head&toe, jackleg fill cavity impede bucket chip hard burn moderate ct breathing difficult itch,train
638,head&toe, lift footing ductwork apply eye flagstone angle handhold grip volvo immediately warehouse red sweep,train
639,head&toe, strike pick open structure pod sweeping,train
640,head&toe, methane cleanoff slope hammering ice poor great throat shear cinder,train
641,head&toe, jackleg cause hyper strike instal laceration reach hang ramp attempt reject material contest hard man neck ice size repaint vibrator,train
642,head&toe, operator plus edge injure miner cable footing shove drill chute lot wide volvo muck immediately request wood concentrator eppe,train
643,head&toe, tendon forearm old reject ibuprofen main contest site balance knot elswick hauler differential,train
644,head&toe, edge left job get tire drug crane contest site replace level knot past contact exact mast vulcanize vein yee boulder pothole tell rockduste,train
645,head&toe, ee grating portable restroom suture say barge equip footing profiency charger upper scraper sit east extinguisher wabco verbally drinking strainedright total,train
646,head&toe, left tendon lift forklift hang shove avoid monoxide begin wide tangle crib repaint bandsaw occupational confirm,train
647,head&toe, date remember come ice troughing adjusting ram,train
648,head&toe, cause strike week hang bucket komatsu ibuprofen post slide floatation negative litigation fragment,train
649,head&toe, loader insert main radio ice taper handed abate refer mezzanine,train
650,head&toe, low instal come equipment attempt balance decline door tighten drift prevent,train
651,head&toe, ee remember scissor rake crane take shaft dredge lbs control upper tell scatter diagnostic,train
652,head&toe, slippery wear komatsu tooth tugging shuttle powell,train
653,head&toe, jackleg boom angle ice,train
654,head&toe, cause knee strike pull hang conveyor lead ice lifter shale,train
655,head&toe, glove nail haul bucket komatsu timberhead knuckle jib avoid lead pipe begin puncture allother litigation,train
656,head&toe, fall tendon balance spot,train
657,head&toe, repair stull knock shoveling spot ice contact heel stamler,train
658,head&toe, put cone main install charger knot slope loosen nt abate repaint antibiotic eyelid shot tetanus liquid sealant,train
659,head&toe, low conduit result week operate hang supervisor attempt main balance decline mash die asthma litigation stopping cleanup,train
660,head&toe, advise operate pick physical stairwell wheeling kidney obstruction pinkey,train
661,head&toe, operate crusher dump index suffer conveyor mechanical handhold simply wrong splitter truss trac condensate panline,train
662,head&toe, result week get haul restrict separation shoveling measure floatation project dhit dut allother scratch dm shearer sheild type recover,train
663,head&toe, fall hyper strike dump methane come move balance,train
664,head&toe, step advise pick site till,train
665,head&toe, cause hyper low strike instal laceration weight raise insert attempt restrict decline man ice upper tamp,train
666,head&toe, plus miss fail walkway material avoid machine glass lot storm immediately concentrator witht proper vertical,train
667,head&toe, hyper make possible conduit guard pull crusher line reject pry main contest knot cutter difficulty,train
668,head&toe, sustain guard left duty forearm old crusher bucket wash apply bend card manbasket unknown ignite ninety prolonged cabinet slight socket quad cule simple,train
669,head&toe, advise cone come raise suffer piece roll lead finish simply wrong shuttle dt,train
670,head&toe, result hang dump miss come wide ice manual,train
671,head&toe, tendon come avoid ice upper adjusting alarm,train
672,head&toe, employee ligament edge curtain wa crane jib plate reack reveal wide ongoing oil drift was th sight scapular tarp biten spider walkaround,train
673,head&toe, laceration pull shoulder raise see suffer mining local car install try contest,train
674,head&toe, jackleg silos methane material register rt hard report troughing adjust dismantle observation blood brain highwall,train
675,head&toe, jackleg hyper reach center plank curtain reject restrict draw bump avoid wash contest knot man windshield,train
676,head&toe, jackleg job come raise bump post rt toolbox knot slope adjust fulfil port west insp,train
677,head&toe, jackleg strike bridge fill impede avoid wagon connection inspector traffic wante,train
678,head&toe, hyper laceration result frame raise suffer back parking inventory comfort,train
679,head&toe, forearm masonry equipment finish balance charger size concern,train
680,head&toe, laceration put weight hang suffer ramp komatsu conveyor underneath floatation troughing lay bruising barrow dangle,train
681,head&toe, rock position tendon dr center weight wash impact restriction have disk,train
682,head&toe, conduit complete put miner cavity lose line excavator prepare lip intot orbit eval,train
683,head&toe, instal form suffer insert attempt main rt foreman voltage increase south hern,train
684,head&toe, employee old groin eye comp jean roofbolter steep,train
685,head&toe, damage cavity clear move remainder footing restrict end apply tibia report lbs handhold volvo dinjury hich apparently rom restricted wabco community foggy shearer immediate progress respond stiffness symptom monitor,train
686,head&toe, hyper bridge curtain come supervisor lose balance floatation stationary ridge pcs pink trackhoe paperwork,train
687,head&toe, forearm glass parking column immediately fusing rnmc,train
688,head&toe, instal equipment attempt register hard grinder comp steep connection contain hydrogen,train
689,head&toe, hyper low week curtain raise suffer protective attempt wash back concrete flagstone wide fulfil west liquid,train
690,head&toe, conduit accidentally lift door grip floatation non accident exact trailer breaker block pulley immediately crib detonate peroxide tote cantilever forwa,train
691,head&toe, fall cause hyper plus instal raise drug fail suffer reject knot dispose fulfil witht,train
692,head&toe, strike advise dr week bridge masonry face friday hook storm immediately round hair,train
693,head&toe, jackleg glove local treat ductwork balance spot west inby,train
694,head&toe, instal step raise suffer attempt personnel,train
695,head&toe, result raise suffer level ear initially pillar,train
696,head&toe, come balance med ht resupplying,train
697,head&toe, laceration dr pick am impede open stone monoxide sound pod lifter torso abdoman,train
698,head&toe, raise suffer enter komatsu reject knot,train
699,head&toe, instal old hang equipment material expand ice poor contact helper ie steering tailbone trd,train
700,head&toe, fall hyper dr forearm help dump pin scissor tire handle joint sandstone immediately ventilation,train
701,head&toe, pull hang fan equipment mining local avoid main contest wheel ice helmet repaint mack app quarter,train
702,head&toe, hyper result raise go place remainder local contest skid awkward fulfil recomende,train
703,head&toe, stand put hang dump pin stull haul minute bump avoid ice haulage bruising prime bank bury,train
704,head&toe, low strike center put weight curtain process attempt wash bend deere angle ice accident high sound bruising,train
705,head&toe, left week raise impede remainder footing volvo immediately steep shed,train
706,head&toe, edge operate scissor get drug fail reg approximately footing ring joint avoid flagstone angle volvo immediately ventilation arc people circuit electrician,train
707,head&toe, jackleg hyper laceration reach job bar allege bucket reject contest knot man burn fire vibration access fault,train
708,head&toe, possible laceration old remember chip wheel quit creek rigging connection extremity failure,train
709,head&toe, dump raise suffer long usually oil pl processing intake,train
710,head&toe, hyper tendon dr dump pin hill wide mud ice upper,train
711,head&toe, ankle hyper year travel miner move footing glass wheeler tighten handhold volvo immediately reason request,train
712,head&toe, hyper reach am suffer protective clean restroom swell suddenly cat cover connector sleeting stope,train
713,head&toe, tendon advise hang silos ring line pile ibuprofen hospital knot contact pcs pink repaint cutter kink,train
714,head&toe, reach help suffer remainder jib site reposition,train
715,head&toe, cause loader sprain shoveling wash bend fourth toolbox push deere bin descend soreness accommodate transmission present airlock evening injured,train
716,head&toe, tendon duty time masonry go local draw ibuprofen lbs ice trailer partially abate confine manbasket repaint advance,train
717,head&toe, repair plank cut mining on fletcher trailer storm immediately realize,train
718,head&toe, low instal come equipment insert protective attempt main manu balance ongoing hurried arthiscopic,train
719,head&toe, force ridge stairwell pod,train
720,head&toe, plus edge accidentally injure get miner haul move shoveling avoid wide mount handhold accept trailer immediately kneel rare shoot trouble unintentionally,train
721,head&toe, left tendonitis frame water pedal disassemble repeat comp floatation breaker bring tee present stope witness permforme resin orthopedic,train
722,head&toe, care week tire suffer loose jib wheel deere handhold simply wrong inner collide perpendicular connection trac table ect,train
723,head&toe, fall reach slip complete plank weight bucket remainder shove charger level troughing mark stab tandem orbit fracturing prot,train
724,head&toe, hyper bridge roadway operate crusher come approximately reject restrict decline muck immediately request graze elevation kneel bear followup spacer,train
725,head&toe, instal repair plank come haul supervisor pothole specialist,train
726,head&toe, left result remember suffer beam contest site aggregate change finally engine simply wrong adjust ram prescription misjudge inlet sack spout super,train
727,head&toe, hyper pull reach dr ramp restroom reject restrict bump apply install try contest numb fulfil,train
728,head&toe, rock position conduit old raise haul shoveling back grinder simply restriction whip damp,train
729,head&toe, bolt rock cause possible pull old plank trip suffer cat indicate seat visit ignite,train
730,head&toe, duty miner wide ball immediately ct request pothole noon porta retainer fct cortisone,train
731,head&toe, stand board help area am enter break jib plant reduce finish ambulance site aggregate contact haulage connection rocky,train
732,head&toe, cavity place good remainder level adjust stock,train
733,head&toe, muscle shove immediately adjusting ventilation rod,train
734,head&toe, hyper instal left reach advise center drive help tire attempt handle wash balance valve tamp yard,train
735,head&toe, guard step hoist face raise suffer hook stomach comp rom shield pant connection jackknifed rimpull stall cannon existing,train
736,head&toe, travel come ramp komatsu timberhead main ice scraper scaffold,train
737,head&toe, equipment contest register site hard knot handhold ice sound ct pothole,train
738,head&toe, glove instal left trip bucket approximately shove finish man fire sandstone tower fulfil reaggravate locomotive passenger vihicle,train
739,head&toe, strike reach cavity restrict level stem platform ice adjust abate basement jig,train
740,head&toe, slippery forearm face belt avoid glass hold fire breaker storm immediately case,train
741,head&toe, left accidentally cement complete curtain miner rail fuel finish install try leave tool rachet tibia bounce prepare immediately asthma elevation dm bear,train
742,head&toe, week ramp komatsu bump shove apply post un flagstone sandstone packing apron fulfil west incur,train
743,head&toe, bolt knee instal left hang fill dump methane raise ice upper girder lock abate repaint lumbo,train
744,head&toe, left raise supervisor restroom slope floatation initially,train
745,head&toe, center weight methane curtain ramp engagement reject bump material wash apply contest knot excavator spot internal increase dangle mph physcial regularly,train
746,head&toe, hyper old stretching remember chip restroom physical transport wheel slurry when connection rox sacral speed,train
747,head&toe, fall clearly raise line shove balance level dislodge park coupling,train
748,head&toe, jackleg put ice bruising appointment energy waste,train
749,head&toe, laceration left stretching remember raise suffer bucket chip carry er connection,train
750,head&toe, lose good move finish provide mast sound abate tower content,train
751,head&toe, tendon come knowledge ramp car bump balance adjusting ram alarm attemp,train
752,head&toe, advise remember piece rule chip restrict contest spot lbs ice exam sound smash overturn,train
753,head&toe, rock cause operator strike guard pull loader forearm hang am balance angle hurried,train
754,head&toe, edge advise bridge injure fill get lb sledge wheel hook unsafe gear muck neutral restricted connection scapular await causing,train
755,head&toe, electrical work remember silos fail suffer chip enter knock measure machine skidster suddenly pad thumb vent mast poke apparent rigging connection delay te,train
756,head&toe, slip supervisor dead main leave company trail,train
757,head&toe, rock make clearly trip bracket rotate face material mechanical notice state er frozen remain inch asthma connection switch pellet,train
758,head&toe, guard bridge put hang scissor come move remainder shove eye balance comp girder poor hich clavicle realize tailbone,train
759,head&toe, edge continue ibuprofen swell house leave begin alongside ytruck outpatient soreness acute family link mouth wt,train
760,head&toe, strain bucket komatsu drill main ice accident puncture abate tell repaint itch cameup ctured,train
761,head&toe, bucket ambulance un charger level cutoff calf upper tangle fra secondary difference fro rase,train
762,head&toe, reach tendon hang pipe slope ice refractory reporting chin,train
763,head&toe, possible board plank miss bar come raise ready fly tooth usually opening fire control split west,train
764,head&toe, conduit board drive hoist weld see drug suffer bed minute ibuprofen plant replace angle dig ball cervical card abate detonate personal undetermined calciner vactor,train
765,head&toe, remember chip bump knuckle separation contest ice upper crew allother relocate,train
766,head&toe, put hang dump komatsu move main spot relay ice wabco play statement,train
767,head&toe, knee week come ice appt record,train
768,head&toe, jackleg weight get remainder bump rt spot ice,train
769,head&toe, slippery tendon pop end glass hold floatation immediately sideways,train
770,head&toe, hyper tendon come car ice upper abandon exercise,train
771,head&toe, bolt silos finger come knuckle landing tip file follow case prescribed loud rip terex retainer participate rescue team bushing ically,train
772,head&toe, cause tendon duty old pt rule continue open shaft deere tighten angle floatation troughing april restriction spool descend ventilation steering prime razor badly processof propel,train
773,head&toe, conduit wear job roadway operate come raise lb scale apply level knot tweeke retract ht tapered,train
774,head&toe, hyper strike laceration left pull ee methane haul hill mud ice repaint,train
775,head&toe, fall hang lose wash floatation upper haulage unplug embed vert wooden continuious,train
776,head&toe, laceration plank weight raise bucket level grinder ice shield hauler,train
777,head&toe, slip operate travel come ramp ring reject main ice litigation height,train
778,head&toe, roadway operate raise chiropractic scraper immediately noon blizzard,train
779,head&toe, old week hang silos separation strained stationary ice allother repaint midified shrink wrapping,train
780,head&toe, minute knuckle spot ice sound extension boulder fracturing,train
781,head&toe, cause ligament laceration tendon drive help ee tire lose site leave object coat chipping closure processof,train
782,head&toe, cause hyper left tendon raise apply rt grinder hook numbness incorrect,train
783,head&toe, week forklift sprain lose pipe offer drift troughing sand boulder arc bury positioning alignment,train
784,head&toe, edge curtain see lb take day panel spot chipping okay tor,train
785,head&toe, pull come car material ice bargewhen dock kicker,train
