,split,words,ents
1370,train,"yellow wire holding bacon strap on atrs pad broke causing bacon strap to hit fore head above right eye . cutting fore head . personal was not a factor , compliance rules/regulations not a factor , mining equipment/system was not a factor , miner proficiency was a factor .",o o o o o o o o o o o o o o o b-body_part/head o b-body_part/head/eye/right_eye i-body_part/head/eye/right_eye o o o b-body_part/head o protective o o o o o o o o o o o o o o o o o o o o o o o o
1371,train,"a citation was written for a failed ground support , citation # 6270509. the findings of the internal investigation showed that there was a drilling and shooting problem , not a failure of the ground  support . this should be verified by the mine technical support group as they were called to offer an evaluation of the underhanded mining method and the paste being used .",o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o  o o o o o o o o safety o o o o o o o o o o o o o o o o o o o o o o
1372,train,"employee and co worker were moving manlift in its tilted back transport arrangement . the support brace and locking pin were difficult to engage and check for proper positioning . the brace collapsed and the manlift fell , striking one employee , lacerating his scalp . seven sutures were needed .",b-person/employee o o b-person/worker o o o o o o b-body_part/back o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o
1373,train,employee was rolling up 4 '' water hose and he heard something pop in his right shoulder . he was experiencing  a of pain and did not have much movement in shoulder .,b-person/employee o o o o o o o o o o o o o o b-body_part/arm/shoulder/right_shoulder i-body_part/arm/shoulder/right_shoulder o o o o  lot o o o o o o o o o b-body_part/arm/shoulder o
1374,train,"employee was standing next to an exterior metal storage cabinet when a very strong gust of wind blew the door open . the edge of the door struck employee on the right anterior portion of his cranium , resulting in a laceration .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o b-injury/laceration o
1375,train,"fall was in the track entry number 3 on number 2 section - nearest spad no . 21045. fall was 20' x 20' x 54 '' thick approximately  4,000 ' from the face . a clean-up plan is posted and fall was reported to both state and federal emergency hotlines . no injuries occurred . no one was trapped .",b-accident_cause/fall o o o o o o o o o o o o o o o o o b-accident_cause/fall o long o wide o o o o o  o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o
1376,train,employee operates a loader . his left shoulder has been bothering him for sometime . he went to the doctor and he advised that it was work related and involved repetitive motion .,b-person/employee o o o o o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o o o o o o o o o o o o o o o o o o o o o o o o o
1377,train,employee was in the process of removing a sprocket with another mechanic . employee stepped back to observe the sprocket while the other employee struck it with a 8 lb sledgehammer . a piece of metal came off and struck employee in his right forearm . first aid was given and employee was transported to emergency . doctor referred employee to a surgeon .,b-person/employee o o o o o o o o o o o o b-person/employee o b-body_part/back o o o o o o o b-person/employee o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o b-person/employee o o o room o o o b-person/employee o o o o
1378,train,"employee got left ring finger caught in a door that closed on her , she ended up with a couple of stitches",b-person/employee o o o o o o o o o o o o o o o o o o o o o
1379,train,"employee was driving client's vehicle he was 3 miles away from assigned post . he said engine stopped and he lost brakes and power steering , vehicle went into a 7 ft ditch . no injuries reported . when supervisor got to site , engine was still running .",b-person/employee o b-activity/driving o b-vehicle o o o o o o o o o o o o o o o o o o o o o b-vehicle o o o o o o o o o o o o b-person/supervisor o o o o o o o b-activity/running o
1380,train,"employee was attempting to clear a frozen clog from hopper gate with a pry bar . clog came free , forced the bar down pinning his hand between bar , belt and hopper gate .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/hand o o o o o o o o
1381,train,"employee was carrying conduit and slipped on loose gravel , causing him to fall and injure his right leg .",b-person/employee o o o o o o o o o o o o b-accident_cause/fall o o o b-body_part/leg/right_leg i-body_part/leg/right_leg o
1382,train,"injured was carrying crib block to mid face on the long wall face . as he was walking he started to drop the crib and grab to stop them from falling , got his little finger caught between crib and mine floor . personal was not a factor , compliance rules/regulations was not a factor , mining equipment/system was not a factor , miner proficiency may be a factor .",o o o o o o o o o o o o o o o o o b-activity/walking o o o o o o o o o o o o o o o o o o b-accident_cause/caught_between i-accident_cause/caught_between o o o o o protective o o o o o o o o o o o o o o o o o o o o o o o o o o
1383,train,employee was moving steel pipe from outside into shop . the steel was smaller pieces and employee was picking them up from the ground and carried them by hand into the shop . he strained his back from lifting  and carrying them .,b-person/employee o o o b-equipment/pipe o o o o o o o o o o o b-person/employee o o o o o o o o o o o b-body_part/arm/hand o o o o o o o b-body_part/back o o  o o o o
1384,train,employee was working on dropping a rear end out of mantrip . he reached out to push it out of the way and caught his left forearm on cut off brake line .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
1385,train,employee was removing a set of belt scales off the belt line number 3 belt bk-26 he struck the scales with a 4 hammer and they fell down hitting his ring finger on left hand causing an avulsion which required surgery and placed off work until the wound heals . he was wearing gloves at time of incident .,b-person/employee o o o o o o o o o o o o o o o o o o o o o lb o o o o o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o o o o o o o o o o o o o o o o o o o o
1386,train,"employee was walking down launch on highwall miner , slipped on ice and fell to ground approximately 4 1/2 feet hitting left knee , then was transported to hospital .",b-person/employee o b-activity/walking o o o o o o o o o o o o o o o o o o b-body_part/leg/knee/left_knee i-body_part/leg/knee/left_knee o o o o o o o
1387,train,"a valve was stopped up making it hard to open and close . employee got hold of handle and rocked it back and forth . when it moved , employee's finger was caught between valve handle and bolt sticking up on another  valve .",o o o o o o o o o o o o o b-person/employee o o o o o o o b-body_part/back o o o o o o o o o o b-accident_cause/caught_between i-accident_cause/caught_between o o o o o o o o  o o
1388,train,"while performing his normal duties as a scoop operator , employee experienced pain in right . employee has not missed any work however was placed on restricted duty starting 03/16/04 . therefore making this a medical report at this time .",o o o o o o o o b-person/operator o b-person/employee o o o knee o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o
1389,train,employee stated that he was stepping into his motor and his foot slipped off the step . the employee landed on his right foot causing pain in his foot and knee . employee is a weekend worker and did not report off until 11-18-05 .,b-person/employee o o o o b-accident_cause/stepping o o o o o b-body_part/leg/foot o o o o o o b-person/employee o o o b-body_part/leg/foot/right_foot i-body_part/leg/foot/right_foot o o o o b-body_part/leg/foot o b-body_part/leg/knee o b-person/employee o o o b-person/worker o o o o o o o o
1390,train,"employee was thrown forward striking his head , someone the air doors causing the mantrip to wedge between the air doors .",b-person/employee o o o o o b-body_part/head o activated o o o o o o o o o o o o o
1391,train,"this report is being filed under protest and solely to abate citation 9002338. according to mine , an employee ( social 9256 ) has incurred a reportable illness of occupational pneumoconiosis disease . brody denies that it breached and duty to report an occupational illness and reserves the right to contest the issuance of the citation and to amend and/or retract this report .",o o o o o o o o o o o o o o o safety o o b-person/employee o secutity o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
1392,train,a roof fall occurred in the 8o to 8p recovery entries . the fall was in the number 3 heading between the number 2 and number 3 cross-cuts . this fall will be breakered off and does not effect the ventilation in that area .,o o b-accident_cause/fall o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o
1393,train,"the employee was barring down some loose rock on a rib underground . he was working on a rock 4 ft high when another rock fell onto his bar , knocking the bar out of his hands and onto his right foot.  his foot was bruised only , but was too painful to walk on for a couple of days .",o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o  o b-body_part/leg/foot o o o o o o o o o o o o o o o o o
1394,train,employee pulled a muscle in his right arm while installing a screen panel on the digester scalping screen . this incident is being reported within 10 days of the employee seeking medical attention .,b-person/employee o o b-injury/muscle o o b-body_part/arm/right_arm i-body_part/arm/right_arm o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o
1395,train,"employee was clearing hopper in quarry with loader , when employee got off the loader to see inside of hopper a steel plate fell off and hit ankle/foot area .",b-person/employee o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o
1396,train,"operating a pit truck going to dump in hopper from muck pile , a 150-200 # boulder fell off load when making turn to setup backing to hopper . boulder was in travel portion of haul road . after dumping went to move boulder out of way manually , turned over twice and 3rd time his arm went pop , pop . thought pulled muscle , mri reveals tear in right bicep . didn't report until shift end ( 6pm ) .",o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm o o o o o o o b-injury/muscle o o o o o o o o o o o o o o o o o
1397,train,"employees were assembling a dredge ladder on site . while bolting the two sections together employee reached down for additional bolts placing employee's left thumb between the flanges . while the crane was holding one section the wind shift the load enough to smash employee's thumb , resulting in a laceration and fracture .",o o o o o o o o o o o o o o o b-person/employee o o o o o o o b-body_part/arm/hand/thumb/left_thumb i-body_part/arm/hand/thumb/left_thumb o o o o o o o o o o o o o o o o o o o o b-body_part/arm/hand/thumb o o o o b-injury/laceration o b-injury/fracture o
1398,train,employee was attempting to close the door on the bottom of the kiln feed shelf of the preheat tower . employee pinched his right  thumb between the door and the door frame causing thumb to bruise under nail . employee was sent for examination where his right  thumb nail was drilled to release pressure .,b-person/employee o o o o o o o o o o o o o o o o o o o b-person/employee o o o  b-body_part/arm/hand/thumb o o o o o o o o b-body_part/arm/hand/thumb o o o o o b-person/employee o o o o o o o  b-body_part/arm/hand/thumb o o o o o o o
1399,train,"welding broken frame on 1035 truck . employee wore safety glasses with side shield , instead of goggles .",o o o o o o o b-person/employee o o o o o o o o o o o
1400,train,employee was examining 3 belt around 48 wall when employee took a step and strained employee's left knee . the walkway in the area was level and had no obstructions . employee was diagnosed with a torn anterior and began missing work on 5/5/17 to have employee's knee surgically repaired .,b-person/employee o o o o o o o o b-person/employee o o o o o o b-body_part/leg/knee/left_knee i-body_part/leg/knee/left_knee o o o o o o o o o o o o o b-person/employee o o o o o cruciate o o o o o o o o o b-body_part/leg/knee o o o
1401,train,employee was removing shim bracket on a drum finisher and was using hoisting sling around the drive unit with overhead crane . the sling slipped from the shaft collar and slid causing the drum to drop about 3 inches . when the drum slipped the employee's index finger was pinched .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
1402,train,"employee was removing a shear pin on a drag chain . he was using a punch to drive out the pin , missed the punch and hit his thumb . he was taken to the emergency . and diagnosed with a thumb tip fracture ; pl aced on modified duty .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/hand/thumb o o o o o o room o o o o o b-body_part/arm/hand/thumb o b-injury/fracture o o o o o o o
1403,train,employee's foot sticking out of mantrip . pinched left foot between rib and mantrip . zone 21-block breaking 3 toes .,o b-body_part/leg/foot o o o o o o b-body_part/leg/foot/left_foot i-body_part/leg/foot/left_foot o o o o o o o o o b-body_part/leg/foot/toes o
1404,train,"employee stated employee was operating the tail motor hauling supplies to the section . the lead motor was pulling the supply cars up an incline , the lead motor stalled and rolled back striking the tail motor . employee stated employee struck shoulder inside the operators compartment causing pain to shoulder . note : employee did not notify management until the 9/8/2017",b-person/employee o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/back o o o o o b-person/employee o b-person/employee o b-body_part/arm/shoulder o o o o o o o b-body_part/arm/shoulder o o o b-person/employee o o o o o o o
1405,train,"an alleged ignition occurred on the 6 north mains section , 088 mobile , 0 entry approximately 115 feet . employee stated he saw an orange flame 1 to 1 1/2 feet from left cob , about 12 '' in diameter , lasting 1 to 2 seconds . self-extinguishing . no injuries or damage .",o o o o o o o o o o o o mining o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
1406,train,employee was backing up loader when 80 ' x 54 ' x 4 ' section of highwall toppled onto loader . he was entrapped for about 1-1/2 hours . he was extricated and transported to hospital for evaluation .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
1407,train,"during a weekly aircourse exam a fall was found 20 ' outby station number 1860 in number 2 entry of north mains . the fall is about 40 ' long , 18'-20 ' wide and 6'-7 ' high . the area was bolted with 60 '' install  roof bolts with 6 '' x 16 '' plates and skins . cable bolts were observed in the surrounding areas . ventilation was not interrupted . no men or equipment were involved .",o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o  o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-equipment o o o
1408,train,this accident did not become lost time until 10/03/2011 ! ! the employee was cleaning the shop ( sweeping ) when he bent over to pick up a metal shaft and felt a pain in his back . the employee continued to work his regular shifts and job task until he called in on the morning of 10/03/11 and said an mri showed a blown disc .,o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o b-body_part/back o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o
1409,train,"an unplanned roof fall occurred in number 130 mine in the number 6 and number 7 entry near spad number 5814 and 5813. the fall measured 100 ' in length , 19 ' in width and 8 ' in height .",o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o
1410,train,hood on a d8t cat dozer stuck open and employee moved it causing the hood to slam shut . it caught his middle and ring finger between the frame and the hood .,o o o o o b-vehicle/heavy_vehicle/dozer o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o
1411,train,"employee was using a knife to strip cable for installation when the knife slipped , cutting the left thumb . stitches were required to close the laceration . released to full duty .",b-person/employee o o o o o o o o o o o o o o o o b-body_part/arm/hand/thumb/left_thumb i-body_part/arm/hand/thumb/left_thumb o o o o o o o b-injury/laceration o o o o o o
1412,train,the employee was dismounting bolter . he stepped out onto the wing and it opened crushing his right against the rib . he was transported to the room for evaluation and treated for an acute crush injury to the right ankle and placed on restricted duty .,o b-person/employee o o o o o o o o o o o o o o o ankle o o o o o o o o emergency o o o o o o o o b-injury/crush_injury i-injury/crush_injury o o b-body_part/leg/ankle/right_ankle i-body_part/leg/ankle/right_ankle o o o o o o
1413,train,employee complained of back ( lower ) pain after boarding his haul truck . employee finished this shift and returned for his following shift on 7/29/06 . he completed the 7/29/06 shift . he did not miss work until 7/31/06 monday .,b-person/employee o o b-body_part/back o o o o o o o b-vehicle/heavy_vehicle/haul_truck i-vehicle/heavy_vehicle/haul_truck o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o
1414,train,injured was building a brattice with mandoor in it . the employee was on their knees cutting a solid block that would be used to tie in the outby end of the stopping to the mine roof when the wall fell . some of the block fell on the employee smashing right 5th finger ( little finger ) causing lacerations and fractures .,o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o
1415,train,"on 3/14/2011 , employee reported to his supervisor that his back was hurting . he had been pulling on a knotted continuous miner cable and strained his back . he continued to work and later went to a chiropractor who referred him to an orthopedic surgeon . an mri revealed injured discs . he started missing work on 3/31/2011 , and will off at least 2 weeks depending on treatment .",o o o b-person/employee o o o b-person/supervisor o o b-body_part/back o o o o o o o o o o b-vehicle/heavy_vehicle/continuous_miner i-vehicle/heavy_vehicle/continuous_miner o o o o b-body_part/back o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
1416,train,"employee was pulling the dredge with the tail and rope got hung on dredge . at which time it caused the dredge to come to a complete stop , and in turn caused the employee to suddenly grasp the side of dredge  to keep from falling off .",b-person/employee o o o o o o line o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o  o o o o o o
1417,train,"the miner was holding open a steel ventilation door with his hand and foot to allow the airblast from the shot to pass through the opening . when the shot went off , the door was pulled from the miner's hand and struck him in the left lower leg and rib area .",o o o o o o o o o o o b-body_part/arm/hand o b-body_part/leg/foot o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/hand o o o o o o o b-body_part/leg o o o o
1418,train,getting off a mantrip and pant leg got caught on the ride causing employee to fall . employee torn employee's left bicep when employee grabbed the mantrip to keep employee from falling .,o o o o o o b-body_part/leg o o o o o o b-person/employee o b-accident_cause/fall o b-person/employee o o o o o b-person/employee o o o o o b-person/employee o o o
1419,train,a roof fall occurred in the number 4 entry 1 break outby spad number  1874. the fall measured app . 20' x 20' x 7' .,o o b-accident_cause/fall o o o o o o o b-injury/fracture/break o o o  o o b-accident_cause/fall o o o long o wide o high o
1420,train,a roof fall in the east mains in number 8 entry number 9 cross-cut measuring approx 60 ' by 20 ' by 6-9 ' . the area been supported with 6 ' tension roof bolts and 9 ' mega bolts and timbers . there was undetected slip in the mine roof .,o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o o had o o o o o o o o o o o o o o o o o o o o o o o o o
1421,train,an unintentional roof fall occurred in the number 4 entry at cross-cut number 360 on the mobile 001/002 section at spad # 3684. the fall was approximately 9 ' high and 45 ' x 30 ' in the intersection . the area was supported with 5 ' resin bolts and 10 ' cable bolts . the material that fell was shale and absent of any sandstone .,o o o b-accident_cause/fall o o o o o o o o o o o o mining o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
1422,train,"employee was bolting top in 6 face in high top and blacked out twice - falling from walk through bolter approximately 6 ' landing on head and right side - cut on top of head - bruised and stoved right shoulder , elbow , right thumb and bruises on right shoulder and back .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/head o o o o o o o o b-body_part/head o o o o b-body_part/arm/shoulder/right_shoulder i-body_part/arm/shoulder/right_shoulder o b-body_part/arm/elbow o b-body_part/arm/hand/thumb/right_thumb i-body_part/arm/hand/thumb/right_thumb o b-injury/bruises o b-body_part/arm/shoulder/right_shoulder i-body_part/arm/shoulder/right_shoulder o b-body_part/back o
1423,train,employee was working in waterhole where mix had been spilled . he got his feet and ankles and lower legs wet causing burns .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o
1424,train,employee splicing conveyor belt when knife slipped and lacerated left forearm .,b-person/employee o b-equipment/mechanical_equipment/conveyor o o o o o o o o o
1425,train,employee was heating up bolts with an acetyline torch . employee had the torch in their left hand and crossed their right arm over the flame burning their right forearm from elbow to wrist .,b-person/employee o o o o o o o o o b-person/employee o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o b-body_part/arm/right_arm i-body_part/arm/right_arm o o o o o o o o b-body_part/arm/elbow o b-body_part/arm/wrist o
1426,train,"a roof fall occurred on the number  1 section in the number  1 heading . the fall measured 20 ' wide , 20 ' long and 6.5 ' thick . the fall has been breakered off and mining is no longer being done in this area .",o o b-accident_cause/fall o o o o  o o o o o  o o o o b-accident_cause/fall o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o
1427,train,"the employee was working on the ground near a loader . the loader operator did not see him and as the loader moved , his right knee was struck by the loader bucket and twisted against the rib . the employee was seen by a physician september 5 for a knee strain and given a full duty release . on october 13 he had an mri that revealed a torn meniscus and he had arthroscopic repair on november 3 .",o b-person/employee o o o o o o o o o o o b-person/operator o o o o o o o o o o o b-body_part/leg/knee/right_knee i-body_part/leg/knee/right_knee o o o o o o o o o o o o o b-person/employee o o o o o o o o o b-body_part/leg/knee b-injury/muscle/strain o o o o o o o o o o o o o o o o o o o o o o o o o o o o
1428,train,lowering red devil rope come-along lever slipped and caught thumb between lever and latching mechanism,o o o o o o o o o b-body_part/arm/hand/thumb o o o o o
1429,train,"employee was changing a boom jack on a fletcher bolt machine when he lost his grip on the jack . jack fell on finger catching it between jack and frame of bolt machine , injury caused laceration on left hand ring finger , ( 8 ) eight stitches were required to close laceration .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-injury o b-injury/laceration o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o o o o o o o o b-injury/laceration o
1430,train,employee reported that over the course of a day and half of running the loader from the lower quarry to the north dirt pile he began to feel pain .,b-person/employee o o o o o o o o o o o b-activity/running o o o o o o o o o o o o o o o o o
1431,train,employee was stuck on livingston elevator at 1:00 am the elevator contractor was called and the employee was able to exit the elevator at 1:50 am . no persons were injured or equipment was damaged as a result of this entrapment .,b-person/employee o o o o o o o o o o b-person/contractor o o o o b-person/employee o o o o o o o o o o o o o o o b-equipment o o o o o o o o o
1432,train,"employee's shoulder became sore throughout the day while changing a balling feed screen on 4/21/08 . this was initially a no treatment case , but the employee began receiving physical therapy on 6/12/08 . per doctor's notes , this is an ongoing problem for employee . mri indicate arthritic changes of the joint . symptoms and pain were evident 7-8 months prior and not related to activities of 4/21/08 . *",o b-body_part/arm/shoulder o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o
1433,train,employee was sealing leaks in number 3 finish mill dust collector screws . the collector screw caught his glove and the screw cut his left index  finger . the laceration required stitches .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o  o o o b-injury/laceration o o o
1434,train,operator opened sample port on crystallizer tank . steam was discharged from the sample port burning the operator on his right hand and forearm . the operator was wearing gloves and appropriate personal .,b-person/operator o o o o o o o o o o o o o o o o b-person/operator o o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o o o o b-person/operator o o o o o protective o
1435,train,"riding in a battery powered mantrip , at a belt drive boom hole , the mantrip driver decided to turn the mantrip around , the victim did not keep his head down in the low seam height and he hit his head on the mine roof .",o o o o o o o o o o o o o o o o b-person/driver o o o o o o o o o o o o o b-body_part/head o o o o o o o o o o b-body_part/head o o o o o
1436,train,a roof fall was found by the fireboss during his weekly exams . the fall is 60 ' by 20' 4 ' high . the area was bolted with 42 '' resin bolts . the mine is idle .,o o b-accident_cause/fall o o o o o o o o o o o b-accident_cause/fall o o o o by o o o o o o o o o o o o o o o o o o o
1437,train,while employee was descending the right side of the front-end loader he fell to the ground resulting in a left knee injury ( inflammation ) . doctor immobilized the left knee ( knee brace ) and issued work restrictions . employee returned to work and was accommodated for his work restrictions . employee will be re-examined on september 6 at 9:00 am .,o b-person/employee o o o o o o o o o o o o o o o o o b-body_part/leg/knee/left_knee i-body_part/leg/knee/left_knee b-injury o o o o o o o b-body_part/leg/knee/left_knee i-body_part/leg/knee/left_knee o b-body_part/leg/knee o o o o o o o b-person/employee o o o o o o o o o o o b-person/employee o o o o o o o o o o
1438,train,employee is a long time loader operator . he reported on 6-14-04 that over the last nine month his left hand has become numb and tingling . he has been since diagnosed with carpal tunnel of left wrist . surgery is scheduled for 8-16-04. he has had no lost time up to that date . this report prepared when notification of surgery was confirmed .,b-person/employee o o o o o b-person/operator o o o o o o o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o o o o o o o o o o o b-body_part/arm/wrist/left_wrist i-body_part/arm/wrist/left_wrist o o o o o o o o o o o o o o o o o o o o o o o o o o o
1439,train,employee was tasked with loading operations with another employee . employee attempting to traverse into a shallow excavation . the excavator teetered forward onto the floor the pit causing a jarring of the excavator . during the jarring employee braced left hand on the door frame with fingers outside of the cab . the jarring subsequently unlatched the cab door striking the exposed fingers .,b-person/employee o o o o o o o b-person/employee o b-person/employee o o o o o o o o o b-vehicle/heavy_vehicle/excavator o o o o o o o o o o o o b-vehicle/heavy_vehicle/excavator o o o o b-person/employee o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o b-body_part/arm/hand/fingers o o o o o o o o o o o o o o o b-body_part/arm/hand/fingers o
1440,train,"employee was helping maintenance work on c-34 conveyor belting when his left hand was pulled in to pulling block between 3/8 '' cable and sheave . the cable tightened causing his left hand and fingers to be pulled in to block , lacerating and breaking his middle finger and partial amputation to his pointer finger . ( first joint )",b-person/employee o o o o o o b-equipment/mechanical_equipment/conveyor o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o o o o o o o o o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o b-body_part/arm/hand/fingers o o o o o o o o o o o o o o o b-injury/amputation o o o o o o o o o
1441,train,employee was replacing starter in haul truck . thought he had bolt started when starter fell and smashed his finger .,b-person/employee o o o o b-vehicle/heavy_vehicle/haul_truck i-vehicle/heavy_vehicle/haul_truck o o o o o o o o o o o o o o
1442,train,"working from a platform while installing concrete forms , employee slipped while picking up employee's pliers causing employee to hit employee's forehead on installed rebar . employee received 13 sutures to employee's forehead and returned to work . employee was using fall protection at time of injury .",o o o o o o o o o b-person/employee o o o o o o o b-person/employee o o o o o o o o b-person/employee o o o o o o o o o o o b-person/employee o o b-accident_cause/fall o o o o b-injury o
1443,train,"employee was welding on plant equipment , material entered employee's eye . employee did not feel that treatment was needed until several days later . employee reported to supervisor and then taken for treatment and the metal was removed from his right eye .",b-person/employee o o o o b-equipment o o o o b-body_part/head/eye o b-person/employee o o o o o o o o o o o o b-person/employee o o b-person/supervisor o o o o o o o o o o o o b-body_part/head/eye/right_eye i-body_part/head/eye/right_eye o
1444,train,the employee was removing the sand trough . the sand trough was being supported with a chain attached to angle iron on the trough and held by a trackhoe . the weld on the angle iron broke . this caused the sand trough to fall and strike employee's left big toe .,o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o
1445,train,"employee was welding some screws of a transmission in the conveyor of the plant number 2 and when he was going to get up , he could not get up , feeling strong pain in the waist and the upper body .",b-person/employee o o o o o o o o o b-equipment/mechanical_equipment/conveyor o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/body o
1446,train,"employee was stepping across an empty pallet , when a board broke and his foot fell through the pallet , twisting his right knee .",b-person/employee o b-accident_cause/stepping o o o o o o o o o o o b-body_part/leg/foot o o o o o o o b-body_part/leg/knee/right_knee i-body_part/leg/knee/right_knee o
1447,train,"employee was walking out of plant when he tripped and struck door with his left shoulder . employee wanted to wait a few days to see if the pain would go away but it didn't , employee was taking to seek treatment on 3-26-12. employee has been on light duty since 7/11 . employee has had an mri done on his left shoulder and seeing another doctor about his rotator cuff .",b-person/employee o b-activity/walking o o o o o o o o o o o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o b-person/employee o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o b-person/employee o o o o o o o o b-person/employee o o o o o o o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o o o o o o o o o
1448,train,"employee was ascending ladder . as he reached up to grab the next rung with his right hand to pull himself up , he felt pain in the area of his right shoulder . persistent pain , so employee was taken 1/5/05 for medical evaluation  where he was diagnosed with a strain in his shoulder/rotator cuff . the employee was placed on restrictive duty and provided medication . awaiting results of mri .",b-person/employee o o o o o o o o o o o o o o o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o o o o o o o o o o o o o b-body_part/arm/shoulder/right_shoulder i-body_part/arm/shoulder/right_shoulder o o o o o b-person/employee o o o o o o  o o o o o o b-injury/muscle/strain o o o o o o b-person/employee o o o o o o o o o o o o o o
1449,train,"employee and phelps dodge employee went to the scrap iron pile to retrieve some nose cone caps that were discarded by phelps dodge . half of the pin that had been cut into and the cap were found.  they drug it over to the pick-up to load it in the truck . the pin and caps were picked up by hand at the rear of the truck . while stepping back , employee slipped and they were dropped on right leg",b-person/employee o o o b-person/employee o o o o o o o o o b-body_part/head/nose o o o o o o o o o o o o o o o o o o o o o o o  o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/hand o o o o o o o o b-accident_cause/stepping b-body_part/back o b-person/employee o o o o o o o o
1450,train,"drill steel was hung up in hole , pulling on machine came out quick and smashed `` right '' ring finger between rib and jack leg which cut tip of `` right '' ring finger .",o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/leg o o o o o o o o o o
1451,train,employee was using a battery powered drill and it caught and twisted his arm causing discomfort in his elbow .,b-person/employee o o o o o o o o o o o o b-body_part/arm o o o o b-body_part/arm/elbow o
