,binary_injury,NARRATIVE,split
363,high_injury,   slip ladder frame twisting knee 9 9 03 twist step stoop turn emp room,train
364,high_injury,   slip concrete slab cut right shin bone,train
365,high_injury,   lift plate repair chute clinker breaker ee feel pain leave shoulder request dr 1 16 02,train
366,high_injury,   2 miner light fuse face round enter blast area prior mandate 1 hour wait period 25 foot face misfire detonate company policy recent training 1 miner kill blast injure,train
367,high_injury,   ee pick belt idler throw pu feel pop right shoulder feel pain ee start miss work 3/5/03 surgery perform repa ir shoulder,train
368,high_injury,   ee step flight try auger machine foot slip bruise land ground 2 flight,train
369,high_injury,   employee work shovel house lift step ladder feel pain employee er check    work,train
370,high_injury,   employee cut right small finger remove rock continuous miner note employee work 7/25 start miss date,train
371,high_injury,   employee replace wear plate loader strain    work restrict duty,train
372,high_injury,   ee jump 2 clean coal screen feel pain middle foot slip,train
373,high_injury,   employee mantrip feel pain low start miss work 12/09/2005,train
374,high_injury,   employee torch cut bolt roller slag ear    initially employee refuse medical treatment time    june 21    experience severe pain result foreign particle right ear employee decide seek medical treatment,train
375,high_injury,   employee turn garden path stone pallet fork lift loud noise startle employee    turn stone fall arm    seek medical attention time    june 13 2006 employee carry stone throw pallet feel arm pop cause fall ground,train
376,high_injury,   drive dozer rough terrain rip soil ee awkward position look window receive strain spasm right mid upper treat dr ee muscle relaxer pain medication refer chiropractor day chiropractor manipulate release dut,train
377,high_injury,   ee load hopper car collect sample climb car sample leave hand foot slip 2nd 3rd step ladder cause fall ground fracture leave wrist,train
378,high_injury,   ee stand barge ee hand herdust collector hose drop hurt dr low pain allother test negative send pt 11/10/00 light duty 11/16/00,train
379,high_injury,   employee state watch cable continuous miner tram employee state pick miner cable start walk backwards pull cable knot employee state step rock approximately 10 diameter twist right knee,train
380,high_injury,   load haul truck bench rough ground bounce loader cause neck muscle strain,train
381,high_injury,   employee slip slurry spill clean twist right knee seek medical attention time    1/13/14 request doctor knee hurt 1/14/14 employee doctor x ray negative corticosteroid injection inflammation mri schedule,train
382,high_injury,   ee enter cab 992 loader step seat belt latch twist right knee,train
383,high_injury,   employee attempt mount bracket wall.an extension cord utilize power tool drape step ee step cord step slippe d land right knee grate surface step sustain 2 small laceration require closure suture,train
384,high_injury,   ee lean chain guard opening talk ee ee fall approx 9 foot straight head concrete pavement,train
385,high_injury,   roof bolter employee step lose balance fall bolter twisting knee hit foot,train
386,high_injury,   ee repair bolter cable cut car    power center lock tag bolter cathead splice cable    finish lock tag cathead power center    try 3 4 time reset breaker reset reach cathead breaker blow,train
387,high_injury,   process place bolt pot bump rotation burr bolt catch glove result facture finger leave hand,train
388,high_injury,   2 employee sander grinder metal strip trailer truck bed prepaire repaint time afternoon 12th injure piece metal eye ball pink eye eye sore adn realize eye noon 4/13 safety glass face shield,train
389,high_injury,"   employee sock bag house slip rail straddle bar 2""x2 wide    land scrotum area",train
390,high_injury,   operate rock truck run rock cause twist report file late problem obtain medical information,train
391,high_injury,   employee walk main drift step rock twist right ankle,train
392,high_injury,   employee wash floor pre plant water hose slip hand metal fit hit employee nose right cheek break nose,train
393,high_injury,   employee slip loose wet graule floor employee attempt catch finger catch dust dirt buildup conveyour ledge troughe idler,train
394,high_injury,   employee push material dozer rock strike dozer jerk backwards,train
395,high_injury,   employee attempt pull leg jackleg drill muck strain low leg sink muckpile drill face,train
396,high_injury,   injure hang curtain drive nail hammer hang curtain hit finger cause fracture,train
397,high_injury,   employee load round tamp powder feel pain upper right arm finish shift work shift notice bruise upper right arm come office doctor appointment schedule 7/23/07 assessment 7/25 mri 7/30 result reportable accident,train
398,high_injury,   employee report co worker attempt couple diesel rock car diesel getman lift getman coupling experience pain low prolong time period suffer degenerative disc disease worsen year,train
399,high_injury,   employee walk stair carry shovel twist turn corner,train
400,high_injury,   7/6/00 miner hook chain sump pump strike elbow support beam 7/12/00 report dispensary place restrict work,train
401,high_injury,   employee come stairway preheater tower twist leave knee,train
402,high_injury,   piece sandstone fall employee slightly sandstone graze neck shoulder,train
403,high_injury,   crew exit quickly work area employee fall aggravate old injury right ankle,train
404,high_injury,   employee open valve airline power plant rupture blow surround debris face cause facial abrasion,train
405,high_injury,   employee load hydraulic cylinder car sprain knee right,train
406,high_injury,   employee travel haul road fuel equipment hill break transmission employee exit vehicle injure,train
407,high_injury,   walk intersection step hole strain,train
408,high_injury,   ee process assemble chute mill build ee attempt piece steel plate postion swing strike low left leg,train
409,high_injury,   mount lube truck employee feel sharp pain grind right elbow nnrh medication duty release return work day pain personal physician 07/09/10 restrict duty rd area lose time,train
410,high_injury,   employee state stand lw shield 3 remove rock prop shield operator bump shield flipper    flipper strike leave shoulder    examine bruise strained shoulder miss schedule time work surgery friday june 19 2009 miss work day,train
411,high_injury,   climb stationary ladder c15 conveyor belt employee strike head 2 overhead pipe climb ladder platform physician 2/26/02 diagnose strain muscle spasm cervical thoracic spine place light duty,train
412,high_injury,   employee change scoop tire start pain dr pull muscle doctor 03 21 00 return 03 24 00,train
413,high_injury,   employee bent position attach apanel wire screen bolter loose groundfell hole previously instal wire screen strike low area,train
414,high_injury,   driver hit edge berm cause steering wheel spin right thumb get catch speak cause wrist sprain,train
415,high_injury,   mantrip slip fall scratch leave leg,train
416,high_injury,   employee state remove hydraulic hose shovel hose fall finger pinch finger hose metal shovel injury result laceration open fracture right little finger,train
417,high_injury,   employee drive loader run belt structure belt structure come cab injure leave knee cut bruise swell,train
418,high_injury,   plant shut work jaw crusher porta power open come readjust toggle plate chain come hit valve porta power cause release jaw shut arm injure party get jam arm badly bruise,train
419,high_injury,   employee shift begin 7:00 p.m. 12/5/2008    instal transmission haul truck    weld d ring break chain strike result fracture right arm,train
420,high_injury,   employee travel stairway stumble step twist leave knee catch balance,train
421,high_injury,   walk near tail pulley ee slip ice fall receive medical treatment 2/3/09,train
422,high_injury,   slamming rock jam 6 foot long dig bar,train
423,high_injury,   2 break outby feeder pony duster- section refuge employee cut hose duster utility knife slip cut right hand require stitch,train
424,high_injury,   ee walk tool box storage area trip corner tool box fall tool box contact face employee receive fracture orbital area leave face,train
425,high_injury,   injury walk belt    stand walk second conveyor hit face metal frame    bridge nose injure,train
426,high_injury,   ee walk primary crusher grease house weather rain sleeting ee slip trip fall,train
427,high_injury,   employee operate caterpillar 777 rock truck claim endloader operator drop rock bed truck shake hurt neck doctor physical therapy present time employee state wear seat belt,train
428,high_injury,   ee walk careful slip wet ground(rain strike brim hardhat low pipe incident result strained neck require medical attention time ee neck discomfort increase bump head ladder 07/01/07 ee myelogram procedure 08/14/07 result lose workday ee long history neck pain,train
429,high_injury,   allege injury report amend investigation injure remove pin tooth trackhoe bucket hit pin sledge hammer small piece break hit leave inner thigh cause small cut burn report ask doctor 2/2/09,train
430,high_injury,   walk inside cool room westside turn east south end cool pass metal elevate platform foot land concrete leave elbow strike,train
431,high_injury,   employee remove broken bolt wrench slip pull shoulder    employee work follow wednesday report injury friday 5th november    friday 29 oct hurt shoulder case sick monday    ask want doctor    5th decide doctor,train
432,high_injury,   rock come    3553 face bounce jackleg strike miner face,train
433,high_injury,   ee set crane lift bed 777a truck crane set perpendicular truck 3 low elevation rig hook bed 3 time truck bed swing crane tilt truck bed slightly ee start low load begin retract boom crane stop tilt ee think fine crane suddenly lie truck bed,train
434,high_injury,   miner miss step prepare step lead loading station cause fall ground level miner try break fall extend right arm impact miner strike arm railroad cross tie time accident minor treat w aid sight accident reportable jan 9 receive treatment physian,train
435,high_injury,   tram miner face strike piece draw rock neck shoulder,train
436,high_injury,   fracture lt little finger 3rd phalange process change hoist rope electric shovel chain secure bail break strike ee leave hand fracture little finger,train
437,high_injury,   work 3 apron feeder instal skirt liner    raise liner 2 pony pry bar    liner raise 2 bar slip liner fall catch leave ring finger liner flight track pad break finger,train
438,high_injury,   truck driver secure load d.o.t regulation slip snow ice cover trailer fall ground break leave arm bone wrist,train
439,high_injury,   ee wash haul trk pm'ed mud splash right eye wastaken dr remove light duty 24 hrs,train
440,high_injury,   pull 1 1/4 black slick line right knee start hurt,train
441,high_injury,   ee 92 loader slip fall land,train
442,high_injury,   injure carry drinking water container stair control room lose footing slipped.incident occur 4/21 employee request medical attention 5/7/2010,train
443,high_injury,   load hydraulic hammer lowboy rig slip shift hammer pinch leave index finger tip,train
444,high_injury,   operator enter loader ascend ladder foot slip rung hand slip grab bar cause fall loader hit nose forehead seat panel employee nose bleed dizzy drive employee hospital nose swell possibly broken.prescription medication,train
445,high_injury,   ee pick air hammer slip fall    sustain unkown injury low,train
446,high_injury,   pull hose spoil fall hurt shoulder neck,train
447,high_injury,   ee pour cement 55 31 east stope realzie hole boot cement water burn right foot dr 3/18/02 medical evaluation time wen t condition worsen 3/25/02 ret'dto dr place restrict duty reportable accident,train
448,high_injury,   april 13 2014 employee report low strain jar operate bulldozer    physician issue lifting restriction april 21 prevent employee fulfil normal duty,train
449,high_injury,   employee step bucket truck twistedright ankle area foot place un level,train
450,high_injury,   ee wrench bolt wrench slip bolt cause strike hand frame shuttle car,train
451,high_injury,   window foggy wipe window rag able stand look cab hatch come hit head,train
452,high_injury,   ee 1 mill pull door strap attach door lift crane bolt door caughton mill crane continue lift st rap stetche snap clevis release pressure strike ee leave hand,train
453,high_injury,   ee come mack haul unit slip step fall hold rail strain muscle,train
454,high_injury,   employee add drill steel 260 drill    employee j wrench secure drill steel break connection    instal j wrench leave index finger come contact burr j wrench cut leather glove require 9 stitch,train
455,high_injury,   employee remove idler break thumb,train
456,high_injury,   pull bag dc-445 suddenly feel sharp pain,train
457,high_injury,   injure rockduste step piece belt cover mud slip fall cause fracture rib leave,train
458,high_injury,   employee remove clean port stand raise face shield position dust fall right eye irrigate right eye time eye irritated er observation,train
459,high_injury,   ee person involve fuel underground equipment piece equipment slip frozen ground rut twist ankle break tibula bone lowerright leg,train
460,high_injury,   direction msha conference litigation rep solid energy report ee claim suffer injury neck 7/20/07 allege result run rope bolt report submit solely terminate ciation 6645307 submit report solid energy concede admit reportable accident injury,train
461,high_injury,   step ladder loader employee step fuel hose heel foot cause sprain right ankle allege employee company doc tor 10/16/03 place restrict duty,train
462,high_injury,   injure party scoop load block scoop bucket right hand lie scoop bucket stinger operator shut scoop accidently hit lever knee scoop scoop bucket come catch ring finger right hand end finger,train
463,high_injury,   ee allege ee loaderto lift 3042 jaw boulder breaker flatbe trailer direction operator slip ice bucket come right foot,train
464,high_injury,   employee look piece grease gun fall pile scrap metal    lift piece metal catch glove cause drop metal hand cut right 3rd 4th finger require suture,train
465,high_injury,   walk downstairs carry small steel plate miss step fall grate split leave knee open require 14 stitch,train
466,high_injury,   employee work silo clean rock fall hit knee,train
467,high_injury,   employee fuel fuel truck stationary fuel tank step block wall truck slip hit right leg think o.k day later leg start swell receive hematoma contusion right low leg,train
468,high_injury,   employee face section x cut leave number 2 entry x cut 26 walk leave roof bolter check atrs locate strike piece rock bend injure low,train
469,high_injury,   employee repairman walk pull curtain rib walk head curtain strike coal rib head,train
470,high_injury,   clean grizzly kneel small rock right knee injury report 2/1/06,train
471,high_injury,   employee step bolter place foot uneven ground turn leave ankle xray negative diagnose strain release light duty walk boot,train
472,high_injury,   ee state loosen bolt wrench slip cause cut hand piece stair metal overhead,train
473,high_injury,   employee attempt adjust blade guide bandsaw see run glove catch blade pull right thumb guide roller blade employee receive fractured right thumb suture,train
474,high_injury,   belt recovery work employee remove roller bracket beltline    roller bind pull hard roller come loose smash middle finger right hand roller belt rail    employee hospital finger pin stitch,train
475,high_injury,   employee cut section hose razor knife cut thumb 5 stitch thumb,train
476,high_injury,   employee clean muck car foreign strike right eye,train
477,high_injury,   employee state strike battery lid 20 lb sledge hammer feel pain leave shoulder pain continue shoulder 7 2 01 medical treatment diagnosis strain start miss work 7 2 01,train
478,high_injury,   bent scoop hook battery feel pain,train
479,high_injury,   ee remove broken axle terex 3305 quarry truck axle slip drop leave finger cut,train
480,high_injury,   descend cab truck employee bump right elbow handrail step,train
481,high_injury,   injure pick roller 14rightbeltline hang rail roller slip strike ee lt.metatarsal safety boot cause fractur e.,train
482,high_injury,   employee stand discharge end 3 rod mill    step foward grab discharge box grade cause fall hole approx.20 inch deep    employee sustain sprain right knee leg case aid restrict 4/7/08 doctor,train
483,high_injury,   op employee leave rear house drill shut door small finger leave hand pinch door mechanism,train
484,high_injury,   mack dm-600 tandem axle lube truck descend grade active work area operator lose control truck jump throw vehicle truck strike embankment overturn leave result fatal crush injury victim pronounce dead scene coroner,train
485,high_injury,   step miner cable cause fall break ankle,train
486,high_injury,   employee walk employee hammer roof bolt pin instruct wear safety glass piece metal fly stick employee chest,train
487,high_injury,   employee ascend stairwell electric shop apparently miss grab handrail,train
488,high_injury,   employee descend fix ladder cat 980c end loader    foot slip descend employee identify feel strain right knee,train
489,high_injury,   employee report injury 12 27 07 miss work 4 17 08 hurt doctor employee step check curtain twist right knee,train
490,high_injury,   employee cage piece large machinery foot catch cage machine suffer bruise swell xray break,train
491,high_injury,   employee drag water pipe strain,train
492,high_injury,   ee work coal hauler charger unit 5 coal hauler station    ee power center return charger    step rut twist right knee    continue work 7/6/2009 undergo arthiscopic surgery repair,train
493,high_injury,   injure ee carry steel strap band notice pain,train
494,high_injury,   weld operator light rear area coalage 488 scoop spark welding activity cause sudden movement battery lid cause fracture leave eye orbit area,train
495,high_injury,   operator split block stone splitter kick try hold stone stone fall right hand,train
496,high_injury,   employee carry 2 bag rockdust 1 bag slip hand landing leave foot begin lose time 4/26/13,train
497,high_injury,   injure lift conveyor belt structure sharp pain burn sensation low discover 8/13/01 lose work day doctor visit pu lle muscle low,train
498,high_injury,   employee strain low attempt lift air impact wrench    process loosen cap bolt crusher,train
499,high_injury,   contractor remove plywood wall cement retainer wall rare earth recovery system work progressanother contractor remove temp pipe brace inside retainer wall remove outside metal brace fall end strike man right shoulder area,train
500,high_injury,   employee add rod drill upper rod slip hand hit leave thumb cause fracture thumb nail joint,train
501,high_injury,   shoveling belt feel pain low,train
502,high_injury,   ee shovel stone 15 conveyor catwalk work way conveyor come end catwalk step catwalk fall g round access ladder place end catwalk,train
503,high_injury,   employee change roll plastic stretch wrap machine complete task reach walkway door close left hand hand clear door close cause pinch leave hand door door frame jerk hand cause cut scrape hand,train
504,high_injury,   wind blow belt bin employee pick bin place leave arm strain,train
505,high_injury,   employee shift begin 7:00 p.m. 6/3/2008    employee operate haul truck feel tighten load shovel,train
506,high_injury,   injure employee troubleshoot alternator cat d n doxer instruct operator reenter cab start dozer check voltage multi meter    right hand check alternator belt tension time dozer start result partial amputaion right index finger,train
507,high_injury,   work 6x6x20 ft 100 lb pc steel slide slide coworker 3 ft rack fall rack strike shin ankle,train
508,high_injury,   ee sit 771 haul truck load 988 loader spoil pit floor haul dump ee truck rock hear pop feel pain,train
509,high_injury,   ee railroad jack raise outby end tailpiece reset crib block leg jack slip cause fall rt hand arm ee continue work u ntil 12/11/03 tendon rt elbow repair,train
510,high_injury,   low tower light plant hand slip winch handle strike leave hand,train
511,high_injury,   check oil level 3 jameson pump stand pipe employee slip try catch reach feel pain leave arm er diagnose dislocate shoulder,train
512,high_injury,   hold tie welding flash burn eye,train
513,high_injury,   ee concrete inside work boot continue work concrete chemical burn leave foot ankle,train
514,high_injury,   employee come early normal work shift normally operate ram car coal hauler date operate roof bolter help co worker bolt place experience pain upper right shoulder history arthritis shoulder neck follow day discomfort worsen start miss time,train
515,high_injury,   slip truck step,train
516,high_injury,   employee lift 6 beam feel pain groin,train
517,high_injury,   employee sprain shoulder lift dozer belly pan,train
518,high_injury,   employee prepare bore bar machine pry bar align center bear bore bar    bear align bar strike employee finger    ice apply site employee transport colstrip medical center treat release shift lift restriction    time wage lose,train
519,high_injury,   dig 10 ft face wall end loader operator dig remove material berm fall operator travel wall o ver,train
520,high_injury,   employee section foreman 001 0 mmu process joy 12 12 remote control miner 2 leave crosscut order scoop operator clean 2 head ee strike boom pin right rib,train
521,high_injury,   injure employee trip low spot cause build catwalk sprain ankle,train
522,high_injury,   trip walk haul truck    complain sore rib      follow visit doctor 8/25/09 x ray reveald small fracture low right rib    medical treatment require,train
523,high_injury,   employee shovel wheeling wheel barrow experience numbness tingle right leg foot,train
524,high_injury,   supervisor walk map case truck step hole 7 inch fall ground supervisor evaluate diagnose right shoulder strain,train
525,high_injury,   employee instal 8 bolt add 4 extension steel initial steel drop pod come steel rest boot right foot    cause steel come boot smash middle toe right foot toe amputate 10/22/13,train
526,high_injury,   ee instal collar pipe lifter hole bend install collar pipe prevent fill lifter hole strike head neck shoulder piece loose rock    drill jumbo utilize time method drill    result laceration head abrasion contusion neck shoulder,train
527,high_injury,   ee assist install ladder 4 roll crusher main floor c&s dept state turn step away feel knee pop deny catch foot equipment state disco mfort bad time 24 hour mark swelling increase discomfort knee treat immobilizer nwb,train
528,high_injury,   ee cab ram car hurt leave knee,train
529,high_injury,   ee come work step sidewalk twist knee kneestrain,train
530,high_injury,   b1 unit ee instal roof bolt rt foot slip striking roof bolt mast w lt shoulder/ arm feel pain pop tear lt shoulder arm striking roof bolt mast tear rotator cuff lt s houlder dr report receive 3 18 02,train
531,high_injury,   ee rig steel beam atthe floor level prep plant construction elevator beam swing catch leave leg 16 high concrete berm steel,train
532,high_injury,   ee assist repair place rib rail joy miner,train
533,high_injury,   foot slip bobcat    twist,train
534,high_injury,   3 01 02 miner clean chute step foot open grab hand rail case accept occupational 3 22 02,train
535,high_injury,   ee assist drill operator add drill steel leave hand pinch steel coupling,train
536,high_injury,   employee feel pain sledge hammer,train
537,high_injury,   employee belt drive beam drive set kick hit left leg ankle,train
538,high_injury,   employee stand 1 unit feeler 4 entry 5 entry ram car come feed 5 entry dump employee feed car come ram car operator employee ram car push employee result fracture leg knee,train
539,high_injury,   employee hookup trailor foot hang piece belt lie ground cause strain leg knee,train
540,high_injury,   employee walk berm rock roll underfoot cause ee knee twist ee dr 12/18/00 schedule surgery ee pre exist condition f rom job incident,train
541,high_injury,   ee try knock bowl liner cone strike small left finger hammer fracturing finger tip,train
542,high_injury,   injure lifting/ roll beam cut strain,train
543,high_injury,   employee bend pick uo miner cable feel pop low,train
544,high_injury,   ee hammer bust piece rock continuous miner piece rock fly strike ee groin area,train
545,high_injury,   employee paint face prepare drill small portion rock fall face    strike hard hat right shoulder roll glance mid thigh calf ankle superficial abrasion note point contact    x ray right ankle fracture,train
546,high_injury,   employee exacerbation personal medical condition refuse ambulance transportation leave property 3/21/2014 receive notification workman comp carrier claim accept fracture right knee,train
547,high_injury,   employee lift grease drum drill deck employee drill assite drum let deck employee hand beneath drum drum pinch employee leave hand injure index finger,train
548,high_injury,   ee work crew instal shield longwall face attempt pressurize shield roof valve assembly come apart portion valve assemb ly strike ee area leave eye,train
549,high_injury,   ee rebuild brake feel strain low ee report injury supervisor medical evaluation place modify duty,train
550,high_injury,   loose brake car battery connection set e system hoist brake car,train
551,high_injury,   2 man pull pump guard feel like strain leave shoulder lose strength feel pain,train
552,high_injury,   ee help hang roof bolter cable finger cable hanger mash finger,train
553,high_injury,   attempt relieve pressure turn ignition key cycle implement pilot control    continue loosen clamp d ring rupture spray hydraulic oil face    descend ladder miss step land harshly right foot,train
554,high_injury,   ee pull rebuild fence find tick pull hospitalize tick fever week later,train
555,high_injury,   ee pry door pry bar slip bar slip pinch leave index finger pry bar kiln hood cause cut tip finger,train
556,high_injury,   hear unusualy noise ee leave building walk catwalk observe ac crusher wrong turn walk control building strike rig ht eye rock apparently eject crusher travel 15 catwalk strike ee,train
557,high_injury,   strain injury watch foot,train
558,high_injury,   maintanence crew replace electric motor    motor line bolt motor suspend approximately 2 inch base    ee proceed reach motor base line support bolt    hand motor motor fall crush finger rx drug stiche,train
559,high_injury,   employee pick piece scrap steel plate grind upper plant 4 foot section 2 inch angle iron slide plate fall right foot,train
560,high_injury,   ee open door rail car clean compartment sttate strain low,train
561,high_injury,   employee state operate coal hauler truck hit hole road cause jar ee work 5/4/04 report sore dr time report work,train
562,high_injury,   dump material stockpile material catch truck sink cause driver impact door shoulder,train
563,high_injury,   pull wrench slip bolt cause hand pinch frame haul truck wrench,train
564,high_injury,   employee 45 pound jackhammer jackhammer stick cement    jackhammer free employee report right wrist little sore end shift grow increasingly bad overnight    employee report injury beginning shift follow day,train
565,high_injury,   employee pick 50 bag turn step feel pull groin area,train
566,high_injury,   employee heat large bolt stick    chain hold cone head place break allow turn cause slip fall approx 2 foot,train
567,high_injury,   employee sling bluestone block operator bulldozer start dozer cause sling pinch 3 finger sling block,train
568,high_injury,   employee block cone crusher patient catch finger rairoad tie crusher frame x ray fracture restrict duty 11 8 04,train
569,high_injury,   employee state roll blind flange 13 press feel pain low,train
570,high_injury,   employee load structure scoop bucket allege hurt right shoulder neck chest employee place light duty 4 21 09,train
571,high_injury,   close metal cover motor enclosure catch leave ring finger cover frame mash tip,train
572,high_injury,   employee operate water truck lose control truck overturn accident investigation victim trap truck victim pronounce dead scene body transport breathitt county coroner frankfort autopsy,train
573,high_injury,   carry longwall slow feed 4 crew member employee foot slip mud set pallet pull muscle low 12 west 1 2 entry 19 x cut,train
574,high_injury,   employee strike scoop suffer laceration leave low leg require stitch,train
575,high_injury,   ee place 1 impact wrench step loader hang hose rail impact wrench fall hit hm leave foot right hard toe,train
576,high_injury,   ee shuttle car cable roadway scoop allege handle cable receive electrical shock leave arm cause loose feeling,train
577,high_injury,   dust system repainman air lance pipe 8th floor dust collector north lime loadout open plug discharge hopper approx 8:30 sudden blast quiklime fly u p face lime safety glass cause eye receive chemical burn lab aid station immediately medical treatment morning,train
578,high_injury,   ee cut blastic bottle utility knife cut right thumb require 12 stitch,train
579,high_injury,   ee pull wrench slip cause ee pin leave middle finger wrench piece angle iron,train
580,high_injury,   employee advance discharge line face pump pull twist wrong pull place     employee continue work 7/25/12 report accident seek medical attention,train
581,high_injury,   step tractor employee leave hand slip handle fall backwards shop floor attempt catch injure leave wrist,train
582,high_injury,   employee carry oil hoist car roof bolter    sudden knee start hurt,train
583,high_injury,   cut plastic liner utility knife knife slip cut right knee,train
584,high_injury,   ee b1 4 recovery 7 x cut ee build omega wall lift block head feel pain groin area pelvis leave dr leave groin hernia work 6/ 22 hernia repair surgery,train
585,high_injury,   employee bobcat slip fall leave buttock floor icy,train
586,high_injury,   employee    operate load service road rough road cause strain leave hip report pain hip operate loader report 8 15 2012 employee doctor report injury pain manager,train
587,high_injury,   ee unload beltline structure bucket scoop car lift structure slip pinch finger piece structure damage impairment operation equipment ee wear metacarpal glove factor involve,train
588,high_injury,   employee lift rock way crib build feel pull stomach result hernia rtw 11 19 12 hurt end shift work 11 20 12 know return work,train
589,high_injury,   employee walk packhouse warehouse inspect sump pump step crack portion concrete floor twist right ankle break concrete 10 inch 12 inch 1 inch deep employee sustain sprain right ankle,train
590,high_injury,   miner clean spillage conveyor belt tail section guard tail box step concrete block support tail section twist right ankle inward,train
591,high_injury,   employee tighten main shaft nut tighten device bounce knocker wrench right hand ring little finger pinch main shaft nut require stitch break tip little finger,train
592,high_injury,   employee state walk fab shop twisted knee man surgery knee september recent audit determine surgery relate march 2002 injury,train
593,high_injury,   sweeping start turn red itch awhile throat swell breathe difficult post accident drug screen result negative sweep dry area,train
594,high_injury,   employee pull shuttle car scoop    bolt head attach bracket shuttle car pull shear result bolt head fly strike employee eye cause injury eye face ee rtw 10/2/13 work 10/6/13 additional treatment,train
595,high_injury,   strike piece draw rock fall roof bolt,train
596,high_injury,   work ladder repair spray hose fall ladder dislocate left wrist,train
597,high_injury,   employee change 1 1/2 screen cloth deck size screen place screen motor hang rail screen bolt begin climb motor access deck screen cloth come bolt land right foot steel toe bruise lacerate right foot receive 2 stitch,train
598,high_injury,   ee pick cinder wood clean coal vibrator piece coal splash right eye,train
599,high_injury,   injure work concentrator crane box injure task dump garbage garbage box injure climb garbage box secure hook chain box st eppe unknown object floor twist right leg,train
600,high_injury,   employee service mobile crane apron feel pain lie underneath rear differential,train
601,high_injury,   bolt employee step strainedright ankle ee work day total restrict duty,train
602,high_injury,   employee receive laceration face rock,train
603,high_injury,   employee work mezzanine level floor employee crawl pipe reach work area surface metal grate scatter loose cement fragment crawl knee injury occur employee able work remainder day knee begin swell employee physician morning confirm sprain swell,train
604,high_injury,   employee drill lose footing fall catch leave hand clinic diagnose strain release work restriction,train
605,high_injury,   employee walk stair plant follow routine maintenance miss step employee catch handrail stair feel sharp pain shoulder,train
606,high_injury,   operate end load load shale stamler    lose time 6/3/05 diagnostic treatment,train
607,high_injury,   ee truck ice step truck step step foot slip ee fall leave knee leave knee bruise,train
608,high_injury,   employee slip fall catch leave cause strain leave shoulder emp place restrictive duty pain medication company doctor 5 22 09 er 5 23 09,train
609,high_injury,   ee lift screen use piece steel pry bar slip underneath screen hit right eye steel bar tell th e hospital week later ee swell eyelid dr rx antibiotic tetanus shot,train
610,high_injury,   ie seal stop pick bucket sealant drop bucket liquid splash eye prescription eye drop physician,train
611,high_injury,   ee piece metal chute connect electric hoist injure low,train
612,high_injury,   employee perform routine cleanup shoveling employee strain leave employee doctor employee examine possible kidney stone determine leave strained employee receive medication restrict duty,train
613,high_injury,   injure employee clear rock discharge end conveyor belt free obstruction injure leave pinkey finger skirt board,train
614,high_injury,   ee hold pipe position footing feel pop left wrist,train
615,high_injury,   conveyor truss wind blow foreign object right eye,train
616,high_injury,   employee state low trac clean conveyer roller bracket,train
617,high_injury,   employee open condensate valve hot water splash valve locate process heater,train
618,high_injury,   ee cut clay vein shear hand panline rail piece rock fall sheild strike hand cause injury awareness improper hand placement compliance rule reg factor protective equip wear miner proficiency factor mining equip system factor,train
619,high_injury,   lift railroad tie tie roll smash employee leave middle finger    receive crush type injury,train
620,high_injury,   ee belt structure drop roller leave knee begin miss 6/12/00,train
621,high_injury,   employee attempt truck step step fuel tank boot muddy foot slip tail bone hit fuel tank doctor couple week till neck start hurt miss work 5/12/10 12/6/10 doctor want till recover surgery,train
622,high_injury,   ee claim problem witht seat truck cause sustain strain neck ee begin lose time work 5/30/00,train
623,high_injury,   employee help foreman fix break vertical pin 3 shield foreman hit right index finger hammer cause injury safety awareness proper protective equipment glove compliance rule factor protective equipment factor miner proficiency factor mining equip system factor,train
624,high_injury,   employee slip climb ladder end loader    ice snow present,train
625,high_injury,   employee place ladder uneven ground climb ladder fall cause employee fall ground,train
626,high_injury,   ee continuous miner talk operator noise cutter head continuous miner right break 4 entry ee operator stand head continuous miner cutter head run ee strike leave eye foreign object,train
627,high_injury,   ee bend cross conveyor belt difficulty stand reach,train
628,high_injury,   place 3/4 socket set cabinet low tool room feel slight pain,train
629,high_injury,   shoveling material floor conveyor belt 3 ft high twist low r quad r leg hospital restrict activity result,train
630,high_injury,   ee process low monorail s beam cule come long s beam release anchor bolt beam turn rig swing ee motion s beam pin ee hand ee chest cause simple fracture,train
631,high_injury,   driver release roll bar trailer dt180 tarp break loose spin roll bar quickly cause operator let bar result right shoulder blade scapular strain,train
632,high_injury,   employee biten spider place hand conveyor rail walkaround inspection,train
633,high_injury,   msha inspection inspector want inspect berm highwall foot traffic usually allow area    ee offer drive insp.wante walk crusher operator slip slope fall strike head frozen ground result concussion blood brain 1.5 day hospital,train
634,high_injury,   employee inventory material pile lose foot loose material twist knee suffer severe pain transport local hospital,train
635,high_injury,   slip climb maint.truck dangle rt arm immediate cause concern progress day soreness stiffness report incident 7/26/04 respond comfort measure exacerbation symptom cause 7/29 30th send eval result work day 10 day work rule hern disk,train
636,high_injury,   ee state strain neck monitor crusher hammer operation    head turn right sit operate crusher crusher hammer,train
637,high_injury,   truck driver hit high spot pit floor cause seat injure    employee seek medical attention 3/11/15    incident report employee    rnmc learn incident receive worker comp paperwork mail 3/13/15,train
638,high_injury,   piece draw rock fall strike shoulder neck,val
639,high_injury,   employee receive chemical burn neck arm cut right eye explosion occur close valve tote contain hydrogen peroxide,val
